Talk_ID,Speaker,Topic,Source_Url,Video_Description,Staged_At,Video_Duration,Date_Created(mm/yyyy),Publised_On,Total_Views
1507,Todd Humphreys,How to fool a GPS,http://www.ted.com/talks/view/id/1507,"Todd Humphreys forecasts the near-future of geolocation when millimeter-accurate GPS ""dots"" will enable you to find pin-point locations, index-search your physical possessions ... or to track people without their knowledge. And the response to the sinister side of this technology may have unintended consequences of its own.",TEDxAustin,0:15:45,2/2012,7/14/12,13.49218058
1977,Matthew Carter,My life in typefaces,http://www.ted.com/talks/view/id/1977,"Pick up a book, magazine or screen, and more than likely you'll come across some typography designed by Matthew Carter. In this charming talk, the man behind typefaces such as Verdana, Georgia and Bell Centennial (designed just for phone books -- remember them?), takes us on a spin through a career focused on the very last pixel of each letter of a font.",TED2014,0:16:01,3/2014,4/18/14,13.91397213
2702,Carrie Poppy,A scientific approach to the paranormal,http://www.ted.com/talks/view/id/2702,"What's haunting Carrie Poppy? Is it ghosts or something worse? In this talk, the investigative journalist narrates her encounter with a spooky feeling you'll want to warn your friends about and explains why we need science to deal with paranormal activity.",TEDxVienna,0:12:58,10/2016,3/3/17,13.91111978
1816,George Monbiot,"For more wonder, rewild the world",http://www.ted.com/talks/view/id/1816,"Wolves were once native to the US' Yellowstone National Park -- until hunting wiped them out. But when, in 1995, the wolves began to come back (thanks to an aggressive management program), something interesting happened: the rest of the park began to find a new, more healthful balance. In a bold thought experiment, George Monbiot imagines a wilder world in which humans work to restore the complex, lost natural food chains that once surrounded us.",TEDGlobal 2013,0:15:10,6/2013,9/9/13,13.68125776
941,Dan Cobley,What physics taught me about marketing,http://www.ted.com/talks/view/id/941,"Physics and marketing don't seem to have much in common, but Dan Cobley is passionate about both. He brings these unlikely bedfellows together using Newton's second law, Heisenberg's uncertainty principle, the scientific method and the second law of thermodynamics to explain the fundamental theories of branding.",TEDGlobal 2010,0:07:38,7/2010,8/27/10,14.11657025
1100,Sarah Kay,If I should have a daughter ...,http://www.ted.com/talks/view/id/1100,"""If I should have a daughter, instead of Mom, she's gonna call me Point B ... "" began spoken word poet Sarah Kay, in a talk that inspired two standing ovations at TED2011. She tells the story of her metamorphosis -- from a wide-eyed teenager soaking in verse at New York's Bowery Poetry Club to a teacher connecting kids with the power of self-expression through Project V.O.I.C.E. -- and gives two breathtaking performances of ""B"" and ""Hiroshima.""",TED2011,0:18:25,3/2011,3/18/11,16.14326873
647,Karen Armstrong,Let's revive the Golden Rule,http://www.ted.com/talks/view/id/647,"Weeks from the Charter for Compassion launch, Karen Armstrong looks at religion's role in the 21st century: Will its dogmas divide us? Or will it unite us for common good? She reviews the catalysts that can drive the world's faiths to rediscover the Golden Rule.",TEDGlobal 2009,0:09:54,7/2009,9/29/09,13.48639241
147,David Bolinsky,Visualizing the wonder of a living cell,http://www.ted.com/talks/view/id/147,Medical animator David Bolinsky presents 3 minutes of stunning animation that show the bustling life inside a cell.,TED2007,0:09:45,3/2007,7/22/07,14.37083257
1765,George Papandreou,Imagine a European democracy without borders,http://www.ted.com/talks/view/id/1765,"Greece has been the poster child for European economic crisis, but former Prime Minister George Papandreou wonders if it's just a preview of what's to come. ""Our democracies,"" he says, ""are trapped by systems that are too big to fail, or more accurately, too big to control"" -- while ""politicians like me have lost the trust of their peoples."" How to solve it? Have citizens re-engage more directly in a new democratic bargain.",TEDGlobal 2013,0:20:06,6/2013,6/12/13,13.50973376
1353,Erik Johansson,Impossible photography,http://www.ted.com/talks/view/id/1353,"Erik Johansson creates realistic photos of impossible scenes -- capturing ideas, not moments. In this witty how-to, the Photoshop wizard describes the principles he uses to make these fantastical scenarios come to life, while keeping them visually plausible.",TEDSalon London Fall 2011,0:06:21,11/2011,2/10/12,15.10407687
1802,Peter van Manen,Better baby care -- thanks to Formula 1,http://www.ted.com/talks/view/id/1802,"During a Formula 1 race, a car sends hundreds of millions of data points to its garage for real-time analysis and feedback. So why not use this detailed and rigorous data system elsewhere, like at children's hospitals? Peter van Manen tells us more.",TEDxNijmegen,0:07:56,4/2013,8/1/13,13.56676711
1055,Charity Tillemann-Dick,Singing after a double lung transplant,http://www.ted.com/talks/view/id/1055,"You'll never sing again, said her doctor. But in a story from the very edge of medical possibility, operatic soprano Charity Tillemann-Dick tells a double story of survival -- of her body, from a double lung transplant, and of her spirit, fueled by an unwavering will to sing. A powerful story from TEDMED 2010.",TEDMED 2010,0:18:05,10/2010,1/18/11,13.15392212
433,Peter Reinhart,The art and craft of bread,http://www.ted.com/talks/view/id/433,"Batch to batch, crust to crust ... In tribute to the beloved staple food, baking master Peter Reinhart reflects on the cordial couplings (wheat and yeast, starch and heat) that give us our daily bread. Try not to eat a slice.",Taste3 2008,0:15:34,7/2008,1/14/09,13.59949529
2558,Suzanne Simard,How trees talk to each other,http://www.ted.com/talks/view/id/2558,"""A forest is much more than what you see,"" says ecologist Suzanne Simard. Her 30 years of research in Canadian forests have led to an astounding discovery â€” trees talk, often and over vast distances. Learn more about the harmonious yet complicated social lives of trees and prepare to see the natural world with new eyes.",TEDSummit,0:18:19,6/2016,7/22/16,14.65097467
207,Paola Antonelli,Treat design as art,http://www.ted.com/talks/view/id/207,"Paola Antonelli, design curator at New York's Museum of Modern Art, wants to spread her appreciation of design -- in all shapes and forms -- around the world.",TED2007,0:18:17,3/2007,1/15/08,13.26545022
1751,Hendrik Poinar,Bring back the woolly mammoth!,http://www.ted.com/talks/view/id/1751,"Itâ€™s the dream of kids all around the world to see giant beasts walk the Earth again. Could -- and should -- that dream be realized? Hendrik Poinar talks about the next big thing: the quest to engineer a creature that looks very much like our furry friend, the woolly mammoth. The first step, to sequence the woolly genome, is nearly complete. And itâ€™s huge.",TEDxDeExtinction,0:10:22,3/2013,5/30/13,13.74911859
1908,Guy Hoffman,"Robots with ""soul""",http://www.ted.com/talks/view/id/1908,"What kind of robots does an animator / jazz musician / roboticist make? Playful, reactive, curious ones. Guy Hoffman shows demo film of his family of unusual robots -- including two musical bots that like to jam with humans.",TEDxJaffa 2013,0:17:38,10/2013,1/17/14,14.883267
2374,Jean-Paul Mari,The chilling aftershock of a brush with death,http://www.ted.com/talks/view/id/2374,"In April 2003, just as American troops began rolling into Baghdad, a shell smashed into the building author and war correspondent Jean-Paul Mari was reporting from. There he had a face-to-face encounter with death, beginning his acquaintance with a phantom that has haunted those who have risked their lives on battlefields since ancient times. ""What is this thing that can kill you without leaving any visible scars?"" Mari asks. We know it as post-traumatic stress disorder -- or, as Mari describes it, an experience with the void of death. In this probing talk, he searches for answers to questions about mortality and psychosis and in the aftermath of horror and trauma.",TEDxCannes,0:15:30,3/2015,11/13/15,13.53107654
464,Jose Antonio Abreu,The El Sistema music revolution,http://www.ted.com/talks/view/id/464,Jose Antonio Abreu is the charismatic founder of a youth orchestra system that has transformed thousands of kids' lives in Venezuela. Here he shares his amazing story and unveils a TED Prize wish that could have a big impact in the US and beyond.,TED2009,0:16:58,2/2009,2/18/09,13.74493572
112,Tom Honey,Why would God create a tsunami?,http://www.ted.com/talks/view/id/112,"In the days following the tragic South Asian tsunami of 2004, the Rev. Tom Honey pondered the question, ""How could a loving God have done this?"" Here is his answer.",TED2005,0:19:32,2/2005,4/16/07,13.31970326
375,Virginia Postrel,On glamour,http://www.ted.com/talks/view/id/375,"In a timely talk, cultural critic Virginia Postrel muses on the true meaning, and the powerful uses, of glamour -- which she defines as any calculated, carefully polished image designed to impress and persuade.",TED2004,0:16:15,2/2004,10/16/08,12.83545167
980,Natalie Jeremijenko,The art of the eco-mindshift,http://www.ted.com/talks/view/id/980,"Natalie Jeremijenko's unusual lab puts art to work, and addresses environmental woes by combining engineering know-how with public art and a team of volunteers. These real-life experiments include: Walking tadpoles, texting ""fish,"" planting fire-hydrant gardens and more.",Business Innovation Factory,0:19:50,9/2009,10/14/10,12.92736258
684,Cynthia Schneider,The surprising spread of Idol TV,http://www.ted.com/talks/view/id/684,"Cynthia Schneider looks at two international ""American Idol""-style shows -- one in Afghanistan, and one in the United Arab Emirates -- and shows the surprising effect that these reality-TV competitions are creating in their societies.",TEDGlobal 2009,0:05:37,7/2009,11/13/09,12.97720812
1728,Rita Pierson,Every kid needs a champion,http://www.ted.com/talks/view/id/1728,"Rita Pierson, a teacher for 40 years, once heard a colleague say, ""They don't pay me to like the kids."" Her response: ""Kids don't learn from people they don't like.'"" A rousing call to educators to believe in their students and actually connect with them on a real, human, personal level.",TED Talks Education,0:07:48,4/2013,5/3/13,15.76321481
489,Bruce McCall,What is retro-futurism?,http://www.ted.com/talks/view/id/489,"Bruce McCall paints a retro-future that never happened -- full of flying cars, polo-playing tanks and the RMS Tyrannic, ""The Biggest Thing in All the World."" At Serious Play '08, he narrates a brisk and funny slideshow of his faux-nostalgic art.",Serious Play 2008,0:13:01,3/2008,3/19/09,12.87528824
1496,Marc Goodman,A vision of crimes in the future,http://www.ted.com/talks/view/id/1496,"The world is becoming increasingly open, and that has implications both bright and dangerous. Marc Goodman paints a portrait of a grave future, in which technology's rapid development could allow crime to take a turn for the worse.",TEDGlobal 2012,0:19:25,6/2012,7/12/12,13.99335126
1194,Kevin Slavin,How algorithms shape our world,http://www.ted.com/talks/view/id/1194,"We live in a world run by algorithms, computer programs that make decisions or solve problems for us. In this riveting, funny talk, Kevin Slavin shows how modern algorithms determine stock prices, espionage tactics, even the movies you watch. But, he asks: If we depend on complex algorithms to manage our daily decisions -- when do we start to lose control?",TEDGlobal 2011,0:15:22,7/2011,7/21/11,15.11261517
1818,Ron McCallum,How technology allowed me to read,http://www.ted.com/talks/view/id/1818,"Months after he was born, in 1948, Ron McCallum became blind. In this charming, moving talk, he shows how he reads -- and celebrates the progression of clever tools and adaptive computer technologies that make it possible. With their help, and the help of volunteers, he's become a lawyer, an academic, and, most of all, a voracious reader. Welcome to the blind reading revolution.",TEDxSydney,0:15:44,3/2013,9/11/13,13.42394244
634,Bjarke Ingels,3 warp-speed architecture tales,http://www.ted.com/talks/view/id/634,"Danish architect Bjarke Ingels rockets through photo/video-mingled stories of his eco-flashy designs. His buildings not only look like nature -- they act like nature: blocking the wind, collecting solar energy -- and creating stunning views.",TEDGlobal 2009,0:18:14,7/2009,9/15/09,14.55042041
1962,TED staff,"It's TED, the Musical",http://www.ted.com/talks/view/id/1962,"Do you have a TED Talk inside, just bursting to come out? Take this tongue-in-cheek musical journey to ""Give Your Talk."" A musical love letter to our speakers -- written, directed and performed by the TED staff.",TED in the Field,0:04:37,3/2014,4/1/14,13.50552152
2359,Francesco Sauro,"Deep under the Earth's surface, discovering beauty and science",http://www.ted.com/talks/view/id/2359,"Cave explorer and geologist Francesco Sauro travels to the hidden continent under our feet, surveying deep, dark places inside the earth that humans have never been able to reach before. In the spectacular tepuis of South America, he finds new minerals and insects that have evolved in isolation, and he uses his knowledge of these alien worlds to train astronauts.",TEDGlobal>London,0:14:37,9/2015,10/23/15,14.15546743
2327,Billie Jean King,This tennis icon paved the way for women in sports,http://www.ted.com/talks/view/id/2327,"Tennis legend Billie Jean King isn't just a pioneer of women's tennis -- she's a pioneer for women getting paid. In this freewheeling conversation, she talks about identity, the role of sports in social justice and the famous Battle of the Sexes match against Bobby Riggs.",TEDWomen 2015,0:16:05,5/2015,9/11/15,13.74036343
2135,David Grady,How to save the world (or at least yourself) from bad meetings,http://www.ted.com/talks/view/id/2135,"An epidemic of bad, inefficient, overcrowded meetings is plaguing the worldâ€™s businesses -- and making workers miserable. David Grady has some ideas on how to stop it.",TED@State Street Boston,0:06:34,11/2013,11/17/14,14.54350882
540,Hans Rosling,"Insights on HIV, in stunning data visuals",http://www.ted.com/talks/view/id/540,"Hans Rosling unveils data visuals that untangle the complex risk factors of one of the world's deadliest (and most misunderstood) diseases: HIV. By following the data, he suggests a surprising key to ending the epidemic.",TED2009,0:10:02,2/2009,5/13/09,13.69576485
1432,Brenda Romero,Gaming for understanding,http://www.ted.com/talks/view/id/1432,"It's never easy to get across the magnitude of complex tragedies -- so when Brenda Romero's daughter came home from school asking about slavery, she did what she does for a living -- she designed a game. She describes the surprising effectiveness of this game, and others, in helping the player really understand the story.",TEDxPhoenix,0:09:23,11/2011,4/29/12,13.08931112
2104,Pia Mancini,How to upgrade democracy for the Internet era,http://www.ted.com/talks/view/id/2104,"Pia Mancini and her colleagues want to upgrade democracy in Argentina and beyond. Through their open-source mobile platform they want to bring citizens inside the legislative process, and run candidates who will listen to what they say.",TEDGlobal 2014,0:13:24,10/2014,10/8/14,14.00035975
2130,Ethan Nadelmann,Why we need to end the War on Drugs,http://www.ted.com/talks/view/id/2130,"Is the War on Drugs doing more harm than good? In a bold talk, drug policy reformist Ethan Nadelmann makes an impassioned plea to end the ""backward, heartless, disastrous"" movement to stamp out the drug trade. He gives two big reasons we should focus on intelligent regulation instead.",TEDGlobal 2014,0:17:26,10/2014,11/12/14,14.25306589
1034,Diana Laufenberg,How to learn? From mistakes,http://www.ted.com/talks/view/id/1034,Diana Laufenberg shares three surprising things she has learned about teaching -- including a key insight about learning from mistakes.,TEDxMidAtlantic,0:10:05,11/2010,12/15/10,14.41712452
1248,Bunker Roy,Learning from a barefoot movement,http://www.ted.com/talks/view/id/1248,"In Rajasthan, India, an extraordinary school teaches rural women and men -- many of them illiterate -- to become solar engineers, artisans, dentists and doctors in their own villages. It's called the Barefoot College, and its founder, Bunker Roy, explains how it works.",TEDGlobal 2011,0:19:07,7/2011,10/17/11,15.09926764
1171,Camille Seaman,Haunting photos of polar ice,http://www.ted.com/talks/view/id/1171,"Photographer Camille Seaman shoots icebergs, showing the world the complex beauty of these massive, ancient chunks of ice. Dive in to her photo slideshow, ""The Last Iceberg.""",TED2011,0:04:11,3/2011,6/16/11,13.72629129
2177,Bruce Aylward,Humanity vs. Ebola. How we could win a terrifying war,http://www.ted.com/talks/view/id/2177,"""Ebola threatens everything that makes us human,"" says Bruce Aylward of the World Health Organization. And when the Ebola epidemic exploded in 2014, it caused a worldwide panic. But humanity can beat Ebola -- and Aylward shows four strategies that show how we are succeeding. The fight against Ebola is not yet won, he says, but it can be.",TEDxPlaceDesNations,0:19:11,12/2014,2/3/15,13.64982544
657,David Hanson,"Robots that ""show emotion""",http://www.ted.com/talks/view/id/657,"David Hanson's robot faces look and act like yours: They recognize and respond to emotion, and make expressions of their own. Here, an ""emotional"" live demo of the Einstein robot offers a peek at a future where robots truly mimic humans.",TED2009,0:04:57,2/2009,10/13/09,13.70734723
2549,Martin Reeves,How to build a business that lasts 100 years,http://www.ted.com/talks/view/id/2549,"If you want to build a business that lasts, there may be no better place to look for inspiration than your own immune system. Join strategist Martin Reeves as he shares startling statistics about shrinking corporate life spans and explains how executives can apply six principles from living organisms to build resilient businesses that flourish in the face of change.",TED@BCG Paris,0:14:54,5/2016,8/9/16,14.2850447
2069,Andrew Connolly,What's the next window into our universe?,http://www.ted.com/talks/view/id/2069,"Big Data is everywhere -- even the skies. In an informative talk, astronomer Andrew Connolly shows how large amounts of data are being collected about our universe, recording it in its ever-changing moods. Just how do scientists capture so many images at scale? It starts with a giant telescope Ã¢â‚¬Â_",TED2014,0:17:39,3/2014,9/16/14,14.01391624
1133,Angela Belcher,Using nature to grow batteries,http://www.ted.com/talks/view/id/1133,"Inspired by an abalone shell, Angela Belcher programs viruses to make elegant nanoscale structures that humans can use. Selecting for high-performing genes through directed evolution, she's produced viruses that can construct powerful new batteries, clean hydrogen fuels and record-breaking solar cells. In her talk, she shows us how it's done.",TEDxCaltech,0:10:25,1/2011,4/27/11,13.65878306
247,Yochai Benkler,The new open-source economics,http://www.ted.com/talks/view/id/247,Yochai Benkler explains how collaborative projects like Wikipedia and Linux represent the next stage of human organization.,TEDGlobal 2005,0:17:52,7/2005,4/16/08,13.51645741
2675,Salil Dudani,How jails extort the poor,http://www.ted.com/talks/view/id/2675,"Why do we jail people for being poor? Today, half a million Americans are in jail only because they can't afford to post bail, and still more are locked up because they can't pay their debt to the court, sometimes for things as minor as unpaid parking tickets. Salil Dudani shares stories from individuals who have experienced debtors' prison in Ferguson, Missouri, challenging us to think differently about how we punish the poor and marginalized.",TEDxStanford,0:12:43,4/2016,2/16/17,13.69041208
2730,Jonathan Marks,In praise of conflict,http://www.ted.com/talks/view/id/2730,"Conflict is bad; compromise, consensus and collaboration are good -- or so we're told. Lawyer and bioethicist Jonathan Marks challenges this conventional wisdom, showing how governments can jeopardize public health, human rights and the environment when they partner with industry. An important, timely reminder that common good and common ground are not the same thing.",TEDxPSU,0:14:56,2/2017,4/11/17,13.54946081
1316,Nate Garvis,"Change our culture, change our world",http://www.ted.com/talks/view/id/1316,We donâ€™t just need better laws -- we need better culture. Nate Garvis asks: What can we do to create an environment in which powerful institutions are used for the common good?,TEDxTC,0:10:43,10/2010,1/7/12,11.70891157
2291,Chris Urmson,How a driverless car sees the road,http://www.ted.com/talks/view/id/2291,"Statistically, the least reliable part of the car is ... the driver. Chris Urmson heads up Google's driverless car program, one of several efforts to remove humans from the driver's seat. He talks about where his program is right now, and shares fascinating footage that shows how the car sees the road and makes autonomous decisions about what to do next.",TED2015,0:15:29,3/2015,6/26/15,14.50183602
2701,Sara Ramirez,"""Rollercoaster""",http://www.ted.com/talks/view/id/2701,"Singer, songwriter and actress Sara Ramirez is a woman of many talents. Joined by Michael Pemberton on guitar, Ramirez sings of opportunity, wisdom and the highs and lows of life in this live performance of her song, ""Rollercoaster.""",TED Talks Live,0:04:59,11/2015,3/3/17,13.42626667
1013,Zainab Salbi,"Women, wartime and the dream of peace",http://www.ted.com/talks/view/id/1013,"In war we often see only the frontline stories of soldiers and combat. AT TEDGlobal 2010, Zainab Salbi tells powerful ""backline"" stories of women who keep everyday life going during conflicts, and calls for women to have a place at the negotiating table once fighting is over.",TEDGlobal 2010,0:17:46,7/2010,11/23/10,13.11959756
93,Barry Schwartz,The paradox of choice,http://www.ted.com/talks/view/id/93,"Psychologist Barry Schwartz takes aim at a central tenet of western societies: freedom of choice. In Schwartz's estimation, choice has made us not freer but more paralyzed, not happier but more dissatisfied.",TEDGlobal 2005,0:19:37,7/2005,9/26/06,16.0769262
1534,Max Little,A test for Parkinson's with a phone call,http://www.ted.com/talks/view/id/1534,"Parkinson's disease affects 6.3 million people worldwide, causing weakness and tremors, but there's no objective way to detect it early on. Yet. Applied mathematician and TED Fellow Max Little is testing a simple, cheap tool that in trials is able to detect Parkinson's with 99 percent accuracy -- in a 30-second phone call.",TEDGlobal 2012,0:06:04,6/2012,8/7/12,13.8540801
1269,Charlie Todd,The shared experience of absurdity,http://www.ted.com/talks/view/id/1269,"Charlie Todd causes bizarre, hilarious, and unexpected public scenes: Seventy synchronized dancers in storefront windows, ""ghostbusters"" running through the New York Public Library, and the annual no-pants subway ride. His group, Improv Everywhere, uses these scenes to bring people together.",TEDxBloomington,0:12:04,3/2011,11/11/11,14.81957807
1951,Chris Hadfield,What I learned from going blind in space,http://www.ted.com/talks/view/id/1951,"There's an astronaut saying: In space, ""there is no problem so bad that you canâ€™t make it worse."" So how do you deal with the complexity, the sheer pressure, of dealing with dangerous and scary situations? Retired colonel Chris Hadfield paints a vivid portrait of how to be prepared for the worst in space (and life) -- and it starts with walking into a spiderâ€™s web. Watch for a special space-y performance.",TED2014,0:18:22,3/2014,3/19/14,15.32219367
1391,BrenÃ© Brown,Listening to shame,http://www.ted.com/talks/view/id/1391,"Shame is an unspoken epidemic, the secret behind many forms of broken behavior. BrenÃ© Brown, whose earlier talk on vulnerability became a viral hit, explores what can happen when people confront their shame head-on. Her own humor, humanity and vulnerability shine through every word.",TED2012,0:20:38,2/2012,3/16/12,15.83918619
1258,Hasan Elahi,"FBI, here I am!",http://www.ted.com/talks/view/id/1258,"After he ended up on a watch list by accident, Hasan Elahi was advised by his local FBI agents to let them know when he was traveling. He did that and more ... much more.",TEDGlobal 2011,0:14:30,7/2011,10/31/11,13.60646713
2720,Katie Hinde,What we don't know about mother's milk,http://www.ted.com/talks/view/id/2720,"Breast milk grows babies' bodies, fuels neurodevelopment, provides essential immunofactors and safeguards against famine and disease -- why, then, does science know more about tomatoes than mother's milk? Katie Hinde shares insights into this complex, life-giving substance and discusses the major gaps scientific research still needs to fill so we can better understand it.",TEDWomen 2016,0:09:59,10/2016,3/28/17,13.66775505
2669,Robb Willer,How to have better political conversations,http://www.ted.com/talks/view/id/2669,"Robb Willer studies the forces that unite and divide us. As a social psychologist, he researches how moral values -- typically a source of division -- can also be used to bring people together. Willer shares compelling insights on how we might bridge the ideological divide and offers some intuitive advice on ways to be more persuasive when talking politics.",TEDxMarin,0:12:01,9/2016,1/20/17,13.96757993
2552,Adam Savage,My love letter to cosplay,http://www.ted.com/talks/view/id/2552,"Adam Savage makes things and builds experiments, and he uses costumes to add humor, color and clarity to the stories he tells. Tracing his lifelong love of costumes -- from a childhood space helmet made of an ice cream tub to a No-Face costume he wore to Comic-Con -- Savage explores the world of cosplay and the meaning it creates for its community. ""We're connecting with something important inside of us,"" he says. ""The costumes are how we reveal ourselves to each other.""",TED2016,0:13:07,2/2016,7/15/16,14.33702743
419,Benjamin Wallace,The price of happiness,http://www.ted.com/talks/view/id/419,"Can happiness be bought? To find out, author Benjamin Wallace sampled the world's most expensive products, including a bottle of 1947 Chateau Cheval Blanc, 8 ounces of Kobe beef and the fabled (notorious) Kopi Luwak coffee. His critique may surprise you.",Taste3 2008,0:14:40,7/2008,12/17/08,14.41041682
2242,Bill T. Jones,"The dancer, the singer, the cellist ... and a moment of creative magic",http://www.ted.com/talks/view/id/2242,"Legendary dance choreographer Bill T. Jones and TED Fellows Joshua Roman and Somi didn't know exactly what was going to happen when they took the stage at TED2015. They just knew they wanted to offer the audience an opportunity to witness creative collaboration in action. The result: An improvised piece they call ""The Red Circle and the Blue Curtain,"" so extraordinary it had to be shared ...",TED2015,0:06:26,3/2015,5/6/15,14.02489671
1612,Jeff Hancock,The future of lying,http://www.ted.com/talks/view/id/1612,"Who hasnâ€™t sent a text message saying ""Iâ€™m on my way"" when it wasnâ€™t true or fudged the truth a touch in their online dating profile? But Jeff Hancock doesnâ€™t believe that the anonymity of the internet encourages dishonesty. In fact, he says the searchability and permanence of information online may even keep us honest.",TEDxWinnipeg,0:18:31,9/2012,11/9/12,13.98423425
123,Stewart Brand,What squatter cities can teach us,http://www.ted.com/talks/view/id/123,"Rural villages worldwide are being deserted, as billions of people flock to cities to live in teeming squatter camps and slums. Stewart Brand says this is a good thing. Why? Itâ€™ll take you 3 minutes to find out.",TED2006,0:03:05,2/2006,5/17/07,13.73932905
2589,Camille A. Brown,A visual history of social dance in 25 moves,http://www.ted.com/talks/view/id/2589,"Why do we dance? African-American social dances started as a way for enslaved Africans to keep cultural traditions alive and retain a sense of inner freedom. They remain an affirmation of identity and independence. In this electric demonstration, packed with live performances, choreographer, educator and TED Fellow Camille A. Brown explores what happens when communities let loose and express themselves by dancing together.",TED Studio,0:04:36,6/2016,9/27/16,13.47765036
2774,Elon Musk,The future we're building -- and boring,http://www.ted.com/talks/view/id/2774,"Elon Musk discusses his new project digging tunnels under LA, the latest from Tesla and SpaceX and his motivation for building a future on Mars in conversation with TED's Head Curator, Chris Anderson.",TED2017,0:40:50,4/2017,4/30/17,15.17971267
2129,Haas&Hahn,How painting can transform communities,http://www.ted.com/talks/view/id/2129,"Artists Jeroen Koolhaas and Dre Urhahn create community art by painting entire neighborhoods, and involving those who live there -- from the favelas of Rio to the streets of North Philadelphia.Ã‚ What's made their projects succeed?Ã‚ In this funny and inspiring talk,Ã‚ the artists explain their art-first approach -- and the importance of a neighborhood barbecue.",TEDGlobal 2014,0:11:23,10/2014,11/7/14,14.30739737
857,Viktor Frankl,Why believe in others,http://www.ted.com/talks/view/id/857,"In this rare clip from 1972, legendary psychiatrist and Holocaust-survivor Viktor Frankl delivers a powerful message about the human search for meaning -- and the most important gift we can give others.",Toronto Youth Corps,0:04:22,5/1972,5/14/10,13.82653951
2339,Alice Bows-Larkin,Climate change is happening. Here's how we adapt,http://www.ted.com/talks/view/id/2339,"Imagine the hottest day you've ever experienced. Now imagine it's six, 10 or 12 degrees hotter. According to climate researcher Alice Bows-Larkin, that's the type of future in store for us if we don't significantly cut our greenhouse gas emissions now. She suggests that it's time we do things differently--a whole system change, in fact--and seriously consider trading economic growth for climate stability.",TEDGlobalLondon,0:14:23,6/2015,10/5/15,13.9504889
1003,Stefan Wolff,The path to ending ethnic conflicts,http://www.ted.com/talks/view/id/1003,"Civil wars and ethnic conflicts have brought the world incredible suffering, but Stefan Wolff's figures show that, in the last 20 years, their number has steadily decreased. He extracts critical lessons from Northern Ireland, Liberia, Timor and more to show that leadership, diplomacy and institutional design are our three most effective weapons in waging peace.",TEDGlobal 2010,0:17:35,7/2010,11/9/10,12.62771617
1077,Lisa Gansky,"The future of business is the ""mesh""",http://www.ted.com/talks/view/id/1077,"Lisa Gansky, author of ""The Mesh,"" talks about a future of business that's about sharing all kinds of stuff, either via smart and tech-enabled rental or, more boldly, peer-to-peer. Examples across industries -- from music to cars -- show how close we are to this meshy future.",TED@MotorCity,0:14:47,6/2011,2/17/11,13.46554733
704,Sunitha Krishnan,The fight against sex slavery,http://www.ted.com/talks/view/id/704,"Sunitha Krishnan has dedicated her life to rescuing women and children from sex slavery, a multimilion-dollar global market. In this courageous talk, she tells three powerful stories, as well as her own, and calls for a more humane approach to helping these young victims rebuild their lives.",TEDIndia 2009,0:12:42,11/2009,12/7/09,14.73966945
1084,Wadah Khanfar,A historic moment in the Arab world,http://www.ted.com/talks/view/id/1084,"As a democratic revolution led by tech-empowered young people sweeps the Arab world, Wadah Khanfar, the head of Al Jazeera, shares a profoundly optimistic view of what's happening in Egypt, Tunisia, Libya and beyond -- at this powerful moment when people realized they could step out of their houses and ask for change.",TED2011,0:17:12,3/2011,3/2/11,13.7264509
210,Alison Jackson,An unusual glimpse at celebrity,http://www.ted.com/talks/view/id/210,"By making photographs that seem to show our favorite celebs (Diana, Elton John) doing what we really, secretly, want to see them doing, Alison Jackson explores our desire to get personal with celebs. Contains graphic images.",TEDGlobal 2005,0:17:36,7/2005,1/28/08,13.4103534
234,Karen Armstrong,My wish: The Charter for Compassion,http://www.ted.com/talks/view/id/234,"People want to be religious, says scholar Karen Armstrong; we should help make religion a force for harmony. She asks the TED community to help build a Charter for Compassion -- to restore the Golden Rule as the central global religious doctrine.",TED2008,0:21:28,2/2008,3/19/08,14.02648436
2204,Andy Yen,Think your email's private? Think again,http://www.ted.com/talks/view/id/2204,"Sending an email message is like sending a postcard, says scientist Andy Yen in this thought-provoking talk: Anyone can read it. Yet encryption, the technology that protects the privacy of email communication, does exist. It's just that until now it has been difficult to install and a hassle to use. Showing a demo of an email program he designed with colleagues at CERN, Yen argues that encryption can be made simple to the point of becoming the default option, providing true email privacy to all.",TEDGlobal 2014,0:12:09,10/2014,3/5/15,14.25480301
2548,Anthony Goldbloom,The jobs we'll lose to machines -- and the ones we won't,http://www.ted.com/talks/view/id/2548,"Machine learning isn't just for simple tasks like assessing credit risk and sorting mail anymore -- today, it's capable of far more complex applications, like grading essays and diagnosing diseases. With these advances comes an uneasy question: Will a robot do your job in the future?",TED2016,0:04:36,2/2016,8/8/16,14.41383924
888,Ananda Shankar Jayant,Fighting cancer with dance,http://www.ted.com/talks/view/id/888,"Renowned classical Indian dancer Ananda Shankar Jayant was diagnosed with cancer in 2008. She tells her personal story of not only facing the disease but dancing through it, and gives a performance revealing the metaphor of strength that helped her do it.",TEDIndia 2009,0:16:07,11/2009,6/18/10,13.27283473
681,Cameron Sinclair,The refugees of boom-and-bust,http://www.ted.com/talks/view/id/681,"At TEDGlobal U, Cameron Sinclair shows the unreported cost of real estate megaprojects gone bust: thousands of migrant construction laborers left stranded and penniless. To his fellow architects, he says there is only one ethical response.",TED2009,0:03:05,7/2009,11/9/09,12.91320162
